"Meropenem";"Meropenem Venus Pharma";"Pó para solução injetável ou para perfusão";"500 mg";"Autorizado";"S";"Venus Pharma GmbH";
"Meropenem";"Meropenem Zambon";"Pó para solução injetável ou para perfusão";"1000 mg";"Autorizado";"S";"Zambon S.p.A.";
"Meropenem";"Meropenem Zambon";"Pó para solução injetável ou para perfusão";"500 mg";"Autorizado";"S";"Zambon S.p.A.";
"Mesilato de di-hidroergocriptina";"Striatal";"Comprimido";"20 mg";"Autorizado";"N";"Tecnifar - Indústria Técnica Farmacêutica, S.A.";
"Mesilato de di-hidroergocriptina";"Striatal";"Cápsula";"5 mg";"Autorizado";"N";"Tecnifar - Indústria Técnica Farmacêutica, S.A.";
"Mesna";"Uromitexan";"Solução injetável";"400 mg/4 ml";"Autorizado";"N";"Baxter Médico-Farmacêutica, Lda.";
"Mesoglicano sódico";"Prisma";"Cápsula";"24 mg";"Autorizado";"N";"Laboratório Medinfar - Produtos Farmacêuticos, S.A.";
"Messalazina";"Asacol";"Comprimido gastrorresistente";"400 mg";"Autorizado";"N";"Laboratórios Vitória, S.A.";
"Messalazina";"Asacol";"Comprimido gastrorresistente";"800 mg";"Autorizado";"N";"Laboratórios Vitória, S.A.";
"Messalazina";"Asacol";"Supositório";"500 mg";"Autorizado";"N";"Laboratórios Vitória, S.A.";
"Messalazina";"Asacol";"Suspensão retal";"20 mg/ml";"Autorizado";"N";"Laboratórios Vitória, S.A.";
"Messalazina";"Asacol";"Suspensão retal";"40 mg/ml";"Autorizado";"N";"Laboratórios Vitória, S.A.";
"Messalazina";"Azzavix";"Comprimido gastrorresistente";"500 mg";"Autorizado";"N";"Laboratórios Vitória, S.A.";
"Messalazina";"Mezavant";"   Comprimido gastrorresistente de libertação prolongada";"1200 mg";"Autorizado";"N";"Shire Pharmaceuticals Contracts Ltd.";
"Messalazina";"Pentasa";"Comprimido de libertação prolongada";"1000 mg";"Autorizado";"N";"Ferring Portuguesa - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.";
"Messalazina";"Pentasa";"Comprimido de libertação prolongada";"500 mg";"Autorizado";"N";"Ferring Portuguesa - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.";
"Messalazina";"Pentasa";"Supositório";"1000 mg";"Autorizado";"N";"Ferring Portuguesa - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.";
"Messalazina";"Pentasa";"Suspensão retal";"1000 mg/100 ml";"Autorizado";"N";"Ferring Portuguesa - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.";
"Messalazina";"Pentasa 1 g";"Granulado de libertação modificada";"1000 mg";"Autorizado";"N";"Ferring Portuguesa - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.";
"Messalazina";"Salofalk";"Comprimido gastrorresistente";"250 mg";"Autorizado";"N";"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.";
"Messalazina";"Salofalk";"Comprimido gastrorresistente";"500 mg";"Autorizado";"N";"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.";
"Messalazina";"Salofalk";"Espuma retal";"1 g/dose";"Autorizado";"N";"Dr. Falk Pharma GmbH";
"Messalazina";"Salofalk";"Supositório";"1000 mg";"Autorizado";"N";"Dr. Falk Pharma GmbH";
"Messalazina";"Salofalk";"Supositório";"250 mg";"Autorizado";"N";"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.";
"Messalazina";"Salofalk";"Supositório";"500 mg";"Autorizado";"N";"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.";
"Messalazina";"Salofalk Grânulos";"   Granulado gastrorresistente de libertação prolongada";"1000 mg";"Autorizado";"N";"Dr. Falk Pharma GmbH";
"Messalazina";"Salofalk Grânulos";"   Granulado gastrorresistente de libertação prolongada";"1500 mg";"Autorizado";"N";"Dr. Falk Pharma GmbH";
"Messalazina";"Salofalk Grânulos";"   Granulado gastrorresistente de libertação prolongada";"3000 mg";"Autorizado";"N";"Dr. Falk Pharma GmbH";
"Messalazina";"Salofalk Grânulos";"   Granulado gastrorresistente de libertação prolongada";"500 mg";"Autorizado";"N";"Dr. Falk Pharma GmbH";
"Messalazina";"Salofalk enemas";"Suspensão retal";"4 g/60 ml";"Autorizado";"N";"Dr. Falk Pharma Portugal, Sociedade Unipessoal, Lda.";
"Mesterolona";"Proviron";"Comprimido";"25 mg";"Autorizado";"N";"Bayer Portugal, S.A.";
"Metadona";"Misyo";"Concentrado para solução oral";"10 mg/ml";"Autorizado";"N";"INN Farm, d.o.o";
"Metamizol magnésico";"Dolocalma";"Cápsula";"575 mg";"Autorizado";"N";"Sidefarma - Sociedade Industrial de Expansão Farmacêutica, S.A.";
"Metamizol magnésico";"Metamizol Cinfa";"Cápsula";"575 mg";"Autorizado";"S";"Cinfa Portugal,Lda.";
"Metamizol magnésico";"Nolotil";"Cápsula";"575 mg";"Autorizado";"N";"Boehringer Ingelheim, Unipessoal, Lda.";
"Metamizol magnésico";"Nolotil";"Solução injetável";"2000 mg/5 ml";"Autorizado";"N";"Boehringer Ingelheim, Unipessoal, Lda.";
"Metamizol sódico";"Amizolmet";"Solução injetável";"1000 mg/2 ml";"Autorizado";"S";"PharmaSwiss Ceská republika, s.r.o.";
"Metformina";"Glucophage";"Comprimido revestido por película";"500 mg";"Autorizado";"N";"   Merck, S.A.";
"Metformina";"Glucophage";"Pó para solução oral";"500 mg";"Autorizado";"N";"   Merck, S.A.";
"Metformina";"Mekoll";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Institut für industrielle Pharmazie F&E GmbH";
"Metformina";"Metformina Actavis";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Actavis Group PTC ehf.";
"Metformina";"Metformina Actavis";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Actavis Group PTC ehf.";
"Metformina";"Metformina Amneal";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Amneal Pharma Europe Limited";
"Metformina";"Metformina Amneal";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Amneal Pharma Europe Limited";
"Metformina";"Metformina Amneal";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Amneal Pharma Europe Limited";
"Metformina";"Metformina Aurobindo";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Aurobindo Pharma (Portugal), Unipessoal Lda.";
"Metformina";"Metformina Aurobindo";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Aurobindo Pharma (Portugal), Unipessoal Lda.";
"Metformina";"Metformina Aurobindo";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Aurobindo Pharma (Portugal), Unipessoal Lda.";
"Metformina";"Metformina Azevedos";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Laboratórios Azevedos - Indústria Farmacêutica, S.A.";
"Metformina";"Metformina Azevedos";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Laboratórios Azevedos - Indústria Farmacêutica, S.A.";
"Metformina";"Metformina Basi";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Metformina";"Metformina Basi";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Metformina";"Metformina Basi";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Metformina";"Metformina Bluefish";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Bluefish Pharmaceuticals AB";
"Metformina";"Metformina Bluefish";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Bluefish Pharmaceuticals AB";
"Metformina";"Metformina Ciclum";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Ciclum Farma Unipessoal, Lda.";
"Metformina";"Metformina Ciclum";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Ciclum Farma Unipessoal, Lda.";
"Metformina";"Metformina Ciclum";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Ciclum Farma Unipessoal, Lda.";
"Metformina";"Metformina Cinfa 1000 mg Comprimidos";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Cinfa Portugal,Lda.";
"Metformina";"Metformina Cinfa 850 mg Comprimidos";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Cinfa Portugal,Lda.";
"Metformina";"Metformina Dr. Max";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Dr. Max Pharma Limited";
"Metformina";"Metformina Dr. Max";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Dr. Max Pharma Limited";
"Metformina";"Metformina Dr. Max";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Dr. Max Pharma Limited";
"Metformina";"Metformina Generis 1000 mg Comprimidos";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Metformina";"Metformina Generis 500 mg Comprimidos Revestidos";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Metformina";"Metformina Generis 850 mg Comprimidos Revestidos";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Generis Farmacêutica, S.A.";
"Metformina";"Metformina Labesfal";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Labesfal Genéricos, S.A";
"Metformina";"Metformina Labesfal";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Labesfal Genéricos, S.A";
"Metformina";"Metformina Labesfal";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Labesfal Genéricos, S.A";
"Metformina";"Metformina Mylan";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Mylan, Lda.";
"Metformina";"Metformina Mylan";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Mylan, Lda.";
"Metformina";"Metformina Mylan";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Mylan, Lda.";
"Metformina";"Metformina Pharmakern";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.";
"Metformina";"Metformina Pharmakern";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.";
"Metformina";"Metformina Ratiopharm";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.";
"Metformina";"Metformina Ratiopharm";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.";
"Metformina";"Metformina Ratiopharm";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.";
"Metformina";"Metformina Romac";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"   Sandoz Farmacêutica, Lda.";
"Metformina";"Metformina Rotride";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"IPCA Laboratories (UK) Ltd.";
"Metformina";"Metformina Rotride";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"IPCA Laboratories (UK) Ltd.";
"Metformina";"Metformina Sandoz 1000 mg Comprimidos revestidos";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"   Sandoz Farmacêutica, Lda.";
"Metformina";"Metformina Sandoz 850 mg Comprimidos revestidos";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Sandoz Farmacêutica, Lda.";
"Metformina";"Metformina Solumet";"Comprimido dispersível";"1000 mg";"Autorizado";"S";"   Mylan, Lda.";
"Metformina";"Metformina Solumet";"Comprimido dispersível";"500 mg";"Autorizado";"S";"   Mylan, Lda.";
"Metformina";"Metformina Solumet";"Comprimido dispersível";"850 mg";"Autorizado";"S";"   Mylan, Lda.";
"Metformina";"Metformina Tolife";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"ToLife - Produtos Farmacêuticos, S.A.";
"Metformina";"Metformina Tolife";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"ToLife - Produtos Farmacêuticos, S.A.";
"Metformina";"Metformina Tolife";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"ToLife - Produtos Farmacêuticos, S.A.";
"Metformina";"Metformina Wynn";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Laboratórios Azevedos - Indústria Farmacêutica, S.A.";
"Metformina";"Metformina Wynn";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Laboratórios Azevedos - Indústria Farmacêutica, S.A.";
"Metformina";"Metformina Wynn";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Laboratórios Azevedos - Indústria Farmacêutica, S.A.";
"Metformina";"Metformina Zentiva";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Sanofi - Produtos Farmacêuticos, Lda.";
"Metformina";"Mitforgen";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Laboratórios Anova - Produtos Farmacêuticos, Lda.";
"Metformina";"Mitforgen";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Laboratórios Anova - Produtos Farmacêuticos, Lda.";
"Metformina";"Mitforgen";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Laboratórios Anova - Produtos Farmacêuticos, Lda.";
"Metformina";"Mylmet";"Comprimido revestido por película";"1000 mg";"Autorizado";"S";"Laboratórios Anova - Produtos Farmacêuticos, Lda.";
"Metformina";"Mylmet";"Comprimido revestido por película";"500 mg";"Autorizado";"S";"Laboratórios Anova - Produtos Farmacêuticos, Lda.";
"Metformina";"Mylmet";"Comprimido revestido por película";"850 mg";"Autorizado";"S";"Laboratórios Anova - Produtos Farmacêuticos, Lda.";
"Metformina";"Risidon";"Comprimido revestido por película";"1000 mg";"Autorizado";"N";"   Merck, S.A.";
"Metformina";"Risidon";"Comprimido revestido por película";"850 mg";"Autorizado";"N";"   Merck, S.A.";
"Metformina";"Risidon";"Pó para solução oral";"1000 mg";"Autorizado";"N";"   Merck, S.A.";
"Metformina";"Risidon";"Pó para solução oral";"850 mg";"Autorizado";"N";"   Merck, S.A.";
"Metformina";"Stagid";"Comprimido";"700 mg";"Autorizado";"N";"Merck, S.A";
"Metformina + Alogliptina";"Vipdomet";"Comprimido revestido por película";"1000 mg + 12.5 mg";"Autorizado";"N";"Takeda Pharma A/S";
"Metformina + Alogliptina";"Vipdomet";"Comprimido revestido por película";"850 mg + 12.5 mg";"Autorizado";"N";"Takeda Pharma A/S";
"Metformina + Canagliflozina";"Vokanamet";"Comprimido revestido por película";"1000 mg + 150 mg";"Autorizado";"N";"Janssen-Cilag International N.V.";
"Metformina + Canagliflozina";"Vokanamet";"Comprimido revestido por película";"1000 mg + 50 mg";"Autorizado";"N";"Janssen-Cilag International N.V.";
"Metformina + Canagliflozina";"Vokanamet";"Comprimido revestido por película";"850 mg + 150 mg";"Autorizado";"N";"Janssen-Cilag International N.V.";
"Metformina + Canagliflozina";"Vokanamet";"Comprimido revestido por película";"850 mg + 50 mg";"Autorizado";"N";"Janssen-Cilag International N.V.";
"Metformina + Dapagliflozina";"Xigduo";"Comprimido revestido por película";"1000 mg + 5 mg";"Autorizado";"N";"AstraZeneca AB";
"Metformina + Dapagliflozina";"Xigduo";"Comprimido revestido por película";"850 mg + 5 mg";"Autorizado";"N";"AstraZeneca AB";
"Metformina + Linagliptina";"Jentadueto";"Comprimido revestido por película";"1000 mg + 2.5 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Metformina + Linagliptina";"Jentadueto";"Comprimido revestido por película";"850 mg + 2.5 mg";"Autorizado";"N";"Boehringer Ingelheim International GmbH";
"Metformina + Pioglitazona";"Competact";"Comprimido revestido por película";"850 mg + 15 mg";"Autorizado";"N";"Takeda Pharma A/S";
"Metformina + Pioglitazona";"Glubrava";"Comprimido revestido por película";"850 mg + 15 mg";"Autorizado";"N";"Takeda Pharma A/S";
"Metformina + Saxagliptina";"Komboglyze";"Comprimido revestido por película";"1000 mg + 2.5 mg";"Autorizado";"N";"AstraZeneca AB";
"Metformina + Saxagliptina";"Komboglyze";"Comprimido revestido por película";"850 mg + 2.5 mg";"Autorizado";"N";"AstraZeneca AB";
"Metformina + Sitagliptina";"Efficib";"Comprimido revestido por película";"1000 mg + 50 mg";"Autorizado";"N";"Merck Sharp & Dohme, Ltd.";
"Metformina + Sitagliptina";"Efficib";"Comprimido revestido por película";"850 mg + 50 mg";"Autorizado";"N";"Merck Sharp & Dohme, Ltd.";
"Metformina + Sitagliptina";"Janumet";"Comprimido revestido por película";"1000 mg + 50 mg";"Autorizado";"N";"Merck Sharp & Dohme, Ltd.";
"Metformina + Sitagliptina";"Janumet";"Comprimido revestido por película";"850 mg + 50 mg";"Autorizado";"N";"Merck Sharp & Dohme, Ltd.";
"Metformina + Sitagliptina";"Ristfor";"Comprimido revestido por película";"1000 mg + 50 mg";"Autorizado";"N";"Merck Sharp & Dohme, Ltd.";
"Metformina + Sitagliptina";"Ristfor";"Comprimido revestido por película";"850 mg + 50 mg";"Autorizado";"N";"Merck Sharp & Dohme, Ltd.";
"Metformina + Sitagliptina";"Velmetia";"Comprimido revestido por película";"1000 mg + 50 mg";"Autorizado";"N";"Merck Sharp & Dohme, Ltd.";
"Metformina + Sitagliptina";"Velmetia";"Comprimido revestido por película";"850 mg + 50 mg";"Autorizado";"N";"Merck Sharp & Dohme, Ltd.";
"Metformina + Vildagliptina";"Eucreas";"Comprimido revestido por película";"1000 mg + 50 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Metformina + Vildagliptina";"Eucreas";"Comprimido revestido por película";"850 mg + 50 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Metformina + Vildagliptina";"Icandra";"Comprimido revestido por película";"1000 mg + 50 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Metformina + Vildagliptina";"Icandra";"Comprimido revestido por película";"850 mg + 50 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Metformina + Vildagliptina";"Zomarist";"Comprimido revestido por película";"1000 mg + 50 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Metformina + Vildagliptina";"Zomarist";"Comprimido revestido por película";"850 mg + 50 mg";"Autorizado";"N";"   Novartis Europharm, Ltd.";
"Metildigoxina";"Lanitop";"Comprimido";"0.1 mg";"Autorizado";"N";"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.";
"Metildopa";"Aldomet";"Comprimido revestido";"250 mg";"Autorizado";"N";"Iroko Products Limited";
"Metildopa";"Aldomet Forte";"Comprimido revestido";"500 mg";"Autorizado";"N";"Iroko Products Limited";
"Metilergometrina";"Methergin";"Comprimido revestido";"0.125 mg";"Autorizado";"N";"Novartis Farma - Produtos Farmacêuticos, S.A.";
"Metilfenidato";"Concerta";"Comprimido de libertação prolongada";"18 mg";"Autorizado";"N";"Janssen-Cilag Farmacêutica, Lda.";
"Metilfenidato";"Concerta";"Comprimido de libertação prolongada";"27 mg";"Autorizado";"N";"Janssen-Cilag Farmacêutica, Lda.";
"Metilfenidato";"Concerta";"Comprimido de libertação prolongada";"36 mg";"Autorizado";"N";"Janssen-Cilag Farmacêutica, Lda.";
"Metilfenidato";"Concerta";"Comprimido de libertação prolongada";"54 mg";"Autorizado";"N";"Janssen-Cilag Farmacêutica, Lda.";
"Metilfenidato";"Medicebran";"Comprimido";"10 mg";"Autorizado";"S";"Medice Arzneimittel Pütter GmbH & Co. KG";
"Metilfenidato";"Medicebran";"Comprimido";"20 mg";"Autorizado";"N";"Medice Arzneimittel Pütter GmbH & Co. KG";
"Metilfenidato";"Medicebran";"Comprimido";"5 mg";"Autorizado";"N";"Medice Arzneimittel Pütter GmbH & Co. KG";
"Metilfenidato";"Medikinet";"Cápsula de libertação modificada";"10 mg";"Autorizado";"N";"Medice Arzneimittel Pütter GmbH & Co. KG";
"Metilfenidato";"Medikinet";"Cápsula de libertação modificada";"20 mg";"Autorizado";"N";"Medice Arzneimittel Pütter GmbH & Co. KG";
"Metilfenidato";"Medikinet";"Cápsula de libertação modificada";"30 mg";"Autorizado";"N";"Medice Arzneimittel Pütter GmbH & Co. KG";
"Metilfenidato";"Medikinet";"Cápsula de libertação modificada";"40 mg";"Autorizado";"N";"Medice Arzneimittel Pütter GmbH & Co. KG";
"Metilfenidato";"Medikinet";"Cápsula de libertação modificada";"5 mg";"Autorizado";"N";"Medice Arzneimittel Pütter GmbH & Co. KG";
"Metilfenidato";"Metilfenidato Farmoz";"Comprimido de libertação prolongada";"18 mg";"Autorizado";"S";"Farmoz - Sociedade Técnico Medicinal, S.A.";
"Metilfenidato";"Metilfenidato Farmoz";"Comprimido de libertação prolongada";"36 mg";"Autorizado";"S";"Farmoz - Sociedade Técnico Medicinal, S.A.";
"Metilfenidato";"Metilfenidato Farmoz";"Comprimido de libertação prolongada";"54 mg";"Autorizado";"S";"Farmoz - Sociedade Técnico Medicinal, S.A.";
"Metilfenidato";"Metilfenidato Mylan";"Comprimido de libertação prolongada";"18 mg";"Autorizado";"S";"Mylan, Lda.";
"Metilfenidato";"Metilfenidato Mylan";"Comprimido de libertação prolongada";"36 mg";"Autorizado";"S";"Mylan, Lda.";
"Metilfenidato";"Metilfenidato Mylan";"Comprimido de libertação prolongada";"54 mg";"Autorizado";"S";"Mylan, Lda.";
"Metilfenidato";"Metilfenidato Sandoz";"Comprimido de libertação prolongada";"18 mg";"Autorizado";"S";"   Sandoz Farmacêutica, Lda.";
"Metilfenidato";"Metilfenidato Sandoz";"Comprimido de libertação prolongada";"27 mg";"Autorizado";"S";"   Sandoz Farmacêutica, Lda.";
"Metilfenidato";"Metilfenidato Sandoz";"Comprimido de libertação prolongada";"36 mg";"Autorizado";"S";"   Sandoz Farmacêutica, Lda.";
"Metilfenidato";"Metilfenidato Sandoz";"Comprimido de libertação prolongada";"54 mg";"Autorizado";"S";"   Sandoz Farmacêutica, Lda.";
"Metilfenidato";"Quasym";"Cápsula de libertação modificada";"10 mg";"Autorizado";"N";"Shire Pharmaceuticals (Ireland) Ltd.";
"Metilfenidato";"Quasym";"Cápsula de libertação modificada";"20 mg";"Autorizado";"N";"Shire Pharmaceuticals (Ireland) Ltd.";
"Metilfenidato";"Quasym";"Cápsula de libertação modificada";"30 mg";"Autorizado";"N";"Shire Pharmaceuticals (Ireland) Ltd.";
"Metilfenidato";"Quasym";"Cápsula de libertação modificada";"40 mg";"Autorizado";"N";"Shire Pharmaceuticals (Ireland) Ltd.";
"Metilfenidato";"Quasym";"Cápsula de libertação modificada";"50 mg";"Autorizado";"N";"Shire Pharmaceuticals (Ireland) Ltd.";
"Metilfenidato";"Quasym";"Cápsula de libertação modificada";"60 mg";"Autorizado";"N";"Shire Pharmaceuticals (Ireland) Ltd.";
"Metilfenidato";"Ritalina LA";"Cápsula de libertação modificada";"20 mg";"Autorizado";"N";"Novartis Farma - Produtos Farmacêuticos, S.A.";
"Metilfenidato";"Ritalina LA";"Cápsula de libertação modificada";"30 mg";"Autorizado";"N";"Novartis Farma - Produtos Farmacêuticos, S.A.";
"Metilfenidato";"Ritalina LA";"Cápsula de libertação modificada";"40 mg";"Autorizado";"N";"Novartis Farma - Produtos Farmacêuticos, S.A.";
"Metilfenidato";"Ritalina LA";"Cápsula de libertação modificada";"60 mg";"Autorizado";"N";"Novartis Farma - Produtos Farmacêuticos, S.A.";
"Metilfenidato";"Rubifen";"Comprimido";"10 mg";"Autorizado";"N";"Laboratorios Rubió, S.A.";
"Metilfenidato";"Rubifen";"Comprimido";"20 mg";"Autorizado";"N";"Laboratorios Rubió, S.A.";
"Metilfenidato";"Rubifen";"Comprimido";"5 mg";"Autorizado";"N";"Laboratorios Rubió, S.A.";
"Metilprednisolona";"Depo-Medrol";"Suspensão injetável";"40 mg/1 ml";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona";"Depo-Medrol";"Suspensão injetável";"80 mg/2 ml";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona";"Medrol";"Comprimido";"16 mg";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona";"Medrol";"Comprimido";"4 mg";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona";"Metilprednisolona Hikma";"Pó para solução injetável";"1000 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Metilprednisolona";"Metilprednisolona Hikma";"Pó para solução injetável";"125 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Metilprednisolona";"Metilprednisolona Hikma";"Pó para solução injetável";"250 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Metilprednisolona";"Metilprednisolona Hikma";"Pó para solução injetável";"40 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Metilprednisolona";"Metilprednisolona Hikma";"Pó para solução injetável";"500 mg";"Autorizado";"S";"Hikma Farmacêutica (Portugal), S.A.";
"Metilprednisolona";"Solu-Medrol";"Pó e solvente para solução injetável";"1000 mg/15.6 ml";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona";"Solu-Medrol";"Pó e solvente para solução injetável";"125 mg/2 ml";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona";"Solu-Medrol";"Pó e solvente para solução injetável";"2000 mg/31.2 ml";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona";"Solu-Medrol";"Pó e solvente para solução injetável";"40 mg/1 ml";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona";"Solu-Medrol";"Pó e solvente para solução injetável";"500 mg/7.8 ml";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metilprednisolona + Lidocaína";"Depo-Medrol Com Lidocaína";"Suspensão injetável";"40 mg/ml + 10 mg/ml";"Autorizado";"N";"Laboratórios Pfizer, Lda.";
"Metoclopramida";"Metgen";"Solução oral";"1 mg/ml";"Autorizado";"N";"Laboratórios Basi - Indústria Farmacêutica, S.A";
"Metoclopramida";"Metoclopramida Labesfal";"Comprimido";"10 mg";"Autorizado";"N";"Labesfal Genéricos, S.A";
"Metoclopramida";"Metoclopramida Labesfal";"Solução injetável";"10 mg/2 ml";"Autorizado";"S";"Labesfal - Laboratórios Almiro, S.A.";
"Metoclopramida";"Metoclopramida Medinfar";"Comprimido";"10 mg";"Autorizado";"N";"Laboratório Medinfar - Produtos Farmacêuticos, S.A.";
"Metoclopramida";"Metoclopramida Medinfar";"Solução injetável";"10 mg/2 ml";"Autorizado";"N";"Laboratório Medinfar - Produtos Farmacêuticos, S.A.";
"Metoclopramida";"Primperan";"Comprimido";"10 mg";"Autorizado";"N";"Sanofi - Produtos Farmacêuticos, Lda.";
"Metoclopramida";"Primperan";"Solução injetável";"10 mg/2 ml";"Autorizado";"N";"Sanofi - Produtos Farmacêuticos, Lda.";
"Metoclopramida";"Primperan";"Solução oral";"1 mg/ml";"Autorizado";"N";"Sanofi - Produtos Farmacêuticos, Lda.";
"Metolazona";"Diulo";"Comprimido";"5 mg";"Autorizado";"N";"Desma Laboratorio Farmaceutico, S.L.";
"Metoprolol";"Lopresor 100";"Comprimido revestido por película";"100 mg";"Autorizado";"N";"Daiichi Sankyo Portugal,Lda.";
"Metoprolol";"Lopresor 200";"Comprimido revestido por película";"200 mg";"Autorizado";"N";"Daiichi Sankyo Portugal,Lda.";
"Metoprolol";"Metoprolol Aurobindo";"Comprimido revestido por película";"100 mg";"Autorizado";"S";"Aurobindo Pharma (Portugal), Unipessoal Lda.";
"Metotrexato";"Fauldexato";"Solução injetável";"100 mg/ml";"Autorizado";"N";"Hospira Portugal, Lda.";
"Metotrexato";"Fauldexato";"Solução injetável";"2.5 mg/ml";"Autorizado";"N";"Hospira Portugal, Lda.";
